45944,26396,9186,31921,12617,35556,43891,53362,1763,17820,43598,51219,253,48389,17166,16745,9222,13837,42899,29009,54145,31175,53442,7501,41741,49082,35699,7829,35629,33504,10438,40291,27004,51444,41293,13660,16615,5855,31648,13737,43199,7502,20873,24877,7993,13849,15147,45876,32533,25567,42308,13971,24759,9890,26985,859,10650,5595,38967,40236,9216,17665,18029,31360,50630,20714,7991,23163,35113,40967,39065,13534,5768,27507,40407,43679,6482,4254,18588,29987,31396,23065,29158,22561,30541,124,1759,43586,27107,40551,40915,17695,10497,33918,41174,13109,20660,26836,22312,40542,37229,1534,12480,498,46579,47409,38191,21532,46568,19719,2474,31818,47278,43025,4110,42481,33383,13773,7888,35332,43870,52309,28189,43976,36455,15957,30916,45416,24557,35131,39498,39327,14956,10541,43667,54209,35545,16481,27634,34671,163,41567,20215,14635,29150,49356,20309,52794,51200,24661,25403,10984,2371,24389,3950,34535,36358,37551,11162,28180,7984,14999,5757,15619,37263,52299,33019,26763,21692,22224,2400,48493,5980,19285,5493,29451,23226,39044,24838,33964,28334,27733,17789,45967,44039,29339,525,27673,40627,42540,13933,18304,8404,44731,20226,3574,15160,5576,23978,50437,47467,11746,15658,22127,22182,23765,17604,37933,31024,28735,33292,11627,37136,31974,19238,10015,17691,15195,37134,15412,32473,42796,50050,34355,25819,52019,25840,29861,49284,27640,5363,22302,18642,11154,14707,41437,6437,25909,2616,14852,6095,29793,34305,37962,44747,23776,52774,36701,21180,45065,16819,46122,38893,0,24134,39392,31733,12284,39699,9471,37683,35898,10455,41750,29546,23254,47177,40053,29338,33391,45015,26761,52757,45256,5639,22033,51764,48451,29664,22166,52222,5505,1825,39711,34225,37629,1275,16203,36523,43293,320,2338,13469,6611,46273,9546,44022,32260,24639,43377,6013,24867,38224,52633,11328,12339,47554,3350,3250,4895,23414,40715,12415,44547,4635,22988,45636,53227,49347,27191,44430,53063,48167,7255,21019,17855,40082,35181,14672,3638,52692,42585,20065,12460,29147,35976,23038,15442,3400,15464,17738,30693,24689,19324,16229,10773,44616,4656,20475,3684,53526,23201,23188,31944,51182,22371,46089,26513,34017,35109,10024,26257,20364,25616,42173,43241,37560,47402,46883,21444,14884,13048,22244,13608,25579,22603,37965,23691,42502,26096,54124,25489,54016,31016,14515,37869,11978,13605,24370,27937,5264,21879,47079,22710,1735,25117,54083,41995,29823,22690,35195,47504,46425,53098,19624,23350,18177,50785,37379,6543,2904,13351,17130,1650,12482,19069,45899,27776,54512,48425,16957,27526,19842,10046,20345,18649,41165,31635,2483,5581,46997,27160,35780,38831,19435,48726,26234,13438,28749,8985,32195,4009,48651,49798,46879,29690,27923,7722,19748,34893,18556,13856,22219,5015,49615,17954,19537,11447,22216,39645,28593,33235,45334,54046,52082,31164,29916,32051,24212,10811,35150,26833,50098,23017,15845,51281,15468,50967,8583,5906,44935,6579,10608,48968,2230,19768,52462,22843,31098,9309,39142,6574,32642,1067,22829,14524,48815,27528,33405,396,4076,1570,3326,3478,14640,28362,46113,835,17962,15640,13635,41708,35571,23788,19333,44566,26454,486,53607,20881,51419,52151,4781,52789,14310,32077,8446,36891,14661,16775,31517,23206,16813,31558,48577,52048,24144,18163,39814,52341,9586,20106,10793,4473,50439,8330,35653,51205,52326,28635,26736,42623,682,48860,5024,22600,23064,39309,37977,54050,53706,40996,39703,31240,17679,8518,8406,52409,37717,33078,39169,50419,48200,17517,15866,4315,23273,19491,15292,11614,5217,54443,3910,11538,51376,288,8767,46308,29680,27380,1384,17541,2287,33564,51749,9668,8779,19996,49741,8844,30354,7431,25331,1485,20809,27919,6650,39035,5008,37098,25946,54031,4357,40730,39073,12196,31388,40030,112,41939,47621,17786,25919,38151,20284,17370,12096,40526,28953,17637,45584,35763,4281,23820,33734,14958,33969,36044,45508,29857
