221,38,163,4,126,232,62,153,143,139,109,66,53,46,112,70,215,119,252,205,164,88,73,192,97,117,75,201
86,233,108,11,90,240,148,159,34,186,3,134,234,245,1,171,151,16,121,241,183,170,223,18
87,185,180,39,243,198,30,113,104,193,15,22,28,220,64,156,63,118,199,80,213,194,187,144,246,135,79,131,59,219,6,132,72
242,48,150,9,14,133,181,225,82,249,137,103,81,196,33,207,107,51
47,68,146,178,182,206,10,174,230,102,23,197,12,176,27,61,42
55,239,154,224,202,106,158,19,26,78,254,218,29,127
